QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	
org.tribuo.data.text.DirectoryFileSource<T>	DirectoryFileSource	low	low	low-medium	low	4	4	0	0	0	4	129	11	2	0	4	0	0	0.5	0.562	0.667	0	0.0	
org.tribuo.data.text.DocumentPreprocessor	DocumentPreprocessor	low	low	low	low	0	0	0	1	2	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.FeatureAggregator	FeatureAggregator	low	low	low	low	0	0	0	1	3	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.FeatureTransformer	FeatureTransformer	low	low	low	low	0	0	0	1	1	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.SplitTextData	SplitTextData	low	low	low-medium	low	0	0	0	0	0	0	72	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextDataSource<T>	TextDataSource	low	low	low	low	2	3	0	0	1	3	45	5	2	0	3	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextFeatureExtractor<T>	TextFeatureExtractor	low	low	low	low	0	0	0	1	2	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextPipeline	TextPipeline	low	low	low	low	0	0	0	1	3	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextPipelineTest	TextPipelineTest	low	low	low-medium	low	4	4	0	0	0	4	58	56	0	0	4	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextProcessingException	TextProcessingException	low	low	low	low	0	0	0	0	0	0	8	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.TextProcessor	TextProcessor	low	low	low	low	0	0	0	1	1	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.data.text.impl	org.tribuo.data.text.impl	low	medium-high	medium-high	low						58	456												
org.tribuo.data.text.impl.AverageAggregator	AverageAggregator	low	low	low	low	1	1	0	0	0	1	21	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.impl.BasicPipeline	BasicPipeline	low	low	low	low	4	4	1	0	0	5	32	12	3	0	4	0	0	0.667	0.5	0.667	0	0.0	
org.tribuo.data.text.impl.CasingPreprocessor	CasingPreprocessor	low	low	low	low	1	3	0	0	0	3	22	6	1	0	3	0	0	0.0	0.333	1.0	0	0.0	
org.tribuo.data.text.impl.FeatureHasher	FeatureHasher	low	low	low	low	1	3	0	0	0	3	22	6	1	0	3	0	0	0.0	0.333	1.0	0	0.0	
org.tribuo.data.text.impl.NewsPreprocessor	NewsPreprocessor	low	low	low	low	1	2	0	0	0	2	20	4	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.impl.NgramProcessor	NgramProcessor	low	low	low	low	2	4	0	0	0	7	49	14	3	0	4	0	0	0.0	0.562	1.0	0	0.0	
org.tribuo.data.text.impl.SimpleStringDataSource<T>	SimpleStringDataSource	low-medium	low	low-medium	low	2	4	2	2	0	5	74	15	0	0	4	0	3	0.0	0.0	0.0	0	1.5	
org.tribuo.data.text.impl.SimpleStringDataSourceTest	SimpleStringDataSourceTest	low	low-medium	low	low	6	2	1	0	0	2	10	9	0	0	1	1	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.impl.SimpleTextDataSource<T>	SimpleTextDataSource	low	low	low-medium	low	4	7	3	1	1	9	95	24	1	0	6	0	1	0.0	0.556	0.0	0	167	
org.tribuo.data.text.impl.SumAggregator	SumAggregator	low	low	low	low	1	1	0	0	0	1	16	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.data.text.impl.TextFeatureExtractorImpl<T>	TextFeatureExtractorImpl	low	low	low	low	2	3	0	0	0	3	18	6	1	0	3	0	0	0.0	0.333	1.0	0	0.0	
org.tribuo.data.text.impl.TokenPipeline	TokenPipeline	low	low-medium	low-medium	low	7	5	1	0	0	8	52	22	5	0	5	0	0	0.2	0.45	0.833	0	0.0	
org.tribuo.data.text.impl.UniqueAggregator	UniqueAggregator	low	low	low	low	1	3	0	0	0	3	25	6	1	0	3	0	0	0.0	0.333	1.0	0	0.0	
<Package>org.tribuo.dataset	org.tribuo.dataset	low	low	low-medium	low						44	279												
org.tribuo.dataset.DatasetView<T>	DatasetView	low-medium	low	low-medium	low-medium	4	20	9	2	0	18	209	51	7	1	9	5	8	0.906	0.634	0.939	1	1778	
org.tribuo.dataset.MinimumCardinalityDataset<T>	MinimumCardinalityDataset	low-medium	low-medium	low-medium	low	9	16	12	2	0	13	70	37	2	1	4	0	1	0.833	0.5	0.667	2	0.5	
<Package>org.tribuo.datasource	org.tribuo.datasource	low	low-medium	medium-high	low						143	957												
org.tribuo.datasource.AggregateConfigurableDataSource<T>	AggregateConfigurableDataSource	low	low	low	low	3	2	0	0	0	2	41	6	1	0	2	0	0	0.0	0.0	1.0	0	0.0	
org.tribuo.datasource.AggregateDataSource<T>	AggregateDataSource	low	low	low-medium	low	2	2	0	0	0	2	125	6	1	0	2	0	0	0.0	0.0	1.0	0	0.0	
org.tribuo.datasource.AggregateDataSourceTest	AggregateDataSourceTest	low	low-medium	low-medium	low	9	5	3	0	0	2	95	72	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.datasource.IDXDataSource<T>	IDXDataSource	low-medium	low	low-medium	low	5	9	3	0	0	25	292	69	3	0	8	0	0	0.778	0.0	1.0	0	0.0	
org.tribuo.datasource.IDXDataSourceTest	IDXDataSourceTest	low	low-medium	low-medium	low	6	12	1	0	0	16	134	119	0	1	6	5	0	0.0	0.0	1.0	0	0.0	
org.tribuo.datasource.LibSVMDataSource<T>	LibSVMDataSource	low-medium	low	low-medium	low	4	10	3	0	0	38	212	104	6	0	9	0	0	0.767	0.0	0.867	0	0.0	
org.tribuo.datasource.LibSVMDataSourceTest	LibSVMDataSourceTest	low	low-medium	low	low	8	8	6	0	0	8	36	35	0	0	2	1	0	0.0	0.333	0.0	1	0.0	
org.tribuo.datasource.ListDataSource<T>	ListDataSource	low	low	low	low	2	3	0	0	1	3	22	8	2	0	3	0	0	1.0	0.0	1.0	0	0.0	
<Package>org.tribuo.ensemble	org.tribuo.ensemble	low	low	low	low						12	198												
org.tribuo.ensemble.BaggingTrainer<T>	BaggingTrainer	low	low	low-medium	low	3	6	1	0	2	6	66	18	5	0	6	0	0	0.9	0.567	0.9	0	0.0	
org.tribuo.ensemble.EnsembleCombiner<T>	EnsembleCombiner	low	low	low	low	0	0	0	1	3	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.ensemble.EnsembleExcuse<T>	EnsembleExcuse	low	low	low	low	0	0	0	1	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.ensemble.EnsembleModel<T>	EnsembleModel	low	low	low	low	1	2	0	1	1	2	46	5	0	1	2	0	1	0.0	0.0	0.0	0	0.5	
org.tribuo.ensemble.WeightedEnsembleModel<T>	WeightedEnsembleModel	low-medium	low	low-medium	low	4	2	1	2	0	2	76	6	2	1	1	0	0	0.0	0.0	0.0	1	0.0	
<Package>org.tribuo.evaluation	org.tribuo.evaluation	low	low-medium	medium-high	low						60	496												
org.tribuo.evaluation.AbstractEvaluator<T,C,E,M>	AbstractEvaluator	low	low	low	low	5	7	5	0	5	6	44	20	0	0	2	0	0	0.0	0.25	0.0	2	0.0	
org.tribuo.evaluation.CrossValidation<T,E>	CrossValidation	low	low	low	low	4	3	0	0	0	3	34	16	5	0	3	0	0	0.8	0.333	0.667	0	0.0	
org.tribuo.evaluation.DescriptiveStats	DescriptiveStats	low	low	low	low	1	10	1	0	0	9	47	18	0	0	9	0	0	0.0	0.444	0.0	0	0.0	
org.tribuo.evaluation.Evaluation<T>	Evaluation	low	low	low	low	1	1	0	1	4	3	8	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.evaluation.EvaluationAggregator	EvaluationAggregator	low	low	low-medium	low	0	1	0	0	0	1	73	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.evaluation.EvaluationRenderer<T,E>	EvaluationRenderer	low	low	low	low	0	0	0	1	0	1	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.evaluation.Evaluator<T,E>	Evaluator	low	low	low	low	5	3	0	1	1	5	19	3	0	0	3	0	0	0.0	0.4	0.0	0	0.0	
org.tribuo.evaluation.KFoldSplitter<T>	KFoldSplitter	low	low	low-medium	low	1	2	0	0	0	3	56	8	2	0	2	0	0	0.0	0.167	1.0	0	0.0	
org.tribuo.evaluation.KFoldSplitterTest	KFoldSplitterTest	low	low-medium	low-medium	low	7	8	4	0	0	11	57	55	0	0	5	0	0	0.0	0.4	0.0	0	0.0	
org.tribuo.evaluation.OnlineEvaluator<T,E>	OnlineEvaluator	low	low	low	low-medium	5	5	1	0	0	4	23	12	3	0	4	0	0	0.333	0.625	0.5	0	0.0	
org.tribuo.evaluation.TrainTestSplitter<T>	TrainTestSplitter	low	low	low-medium	low	4	8	2	0	0	7	94	23	6	0	6	0	0	0.833	0.5	0.8	0	0.0	
org.tribuo.evaluation.TrainTestSplitterTest	TrainTestSplitterTest	low	low	low	low	4	8	4	0	0	4	38	28	0	1	4	0	0	0.0	0.0	0.0	1	0.0	
<Package>org.tribuo.evaluation.metrics	org.tribuo.evaluation.metrics	low	low	low	low						13	75												
org.tribuo.evaluation.metrics.EvaluationMetric<T,C>	EvaluationMetric	low	low	low	low	4	4	1	1	5	6	12	4	0	0	4	0	0	0.0	0.562	0.0	0	0.0	
org.tribuo.evaluation.metrics.MetricContext<T>	MetricContext	low	low	low	low	2	2	0	0	5	2	18	4	2	0	2	0	0	1.0	0.0	1.0	0	0.0	
org.tribuo.evaluation.metrics.MetricID<T>	MetricID	low	low	low	low	0	0	0	1	0	0	10	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.evaluation.metrics.MetricTarget<T>	MetricTarget	low	low	low	low	2	5	0	0	0	5	35	15	2	2	3	2	0	0.75	0.533	0.7	0	0.0	
<Package>org.tribuo.hash	org.tribuo.hash	low	low-medium	medium-high	low						27	301												
org.tribuo.hash.HashCodeHasher	HashCodeHasher	low	low	low	low	1	2	0	1	0	2	48	4	0	2	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.hash.HashedFeatureMap	HashedFeatureMap	low-medium	low	low	low	4	3	1	2	0	6	36	20	1	1	1	1	2	1.5	0.167	0.0	0	4.0	
org.tribuo.hash.Hasher	Hasher	low	low	low	low	0	0	0	0	3	0	7	0	0	2	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.hash.HashingOptions	HashingOptions	low	low	low	low	2	1	0	0	0	2	32	6	1	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.hash.HashingTrainer<T>	HashingTrainer	low	low	low	low	3	5	1	0	0	4	25	10	2	0	4	0	0	0.5	0.5	0.667	0	0.0	
org.tribuo.hash.MessageDigestHasher	MessageDigestHasher	low	low	low-medium	low	1	3	0	1	0	5	86	16	2	1	3	0	1	1.0	0.0	0.0	0	333	
org.tribuo.hash.ModHashCodeHasher	ModHashCodeHasher	low	low	low-medium	low	1	3	0	1	0	3	67	7	2	1	3	0	1	1.0	0.0	0.0	0	333	
<Package>org.tribuo.impl	org.tribuo.impl	low	low	low-medium	low						149	913												
org.tribuo.impl.ArrayExample<T>	ArrayExample	low-medium	low-medium	medium-high	medium-high	6	26	9	1	1	49	306	148	2	2	20	0	2	0.625	0.783	0.483	1	0.1	
org.tribuo.impl.BinaryFeaturesExample<T>	BinaryFeaturesExample	low-medium	low-medium	low-medium	medium-high	5	25	8	1	0	36	233	104	1	2	20	2	3	0.741	0.783	0.895	1	0.15	
org.tribuo.impl.IndexedArrayExample<T>	IndexedArrayExample	low-medium	low-medium	low-medium	medium-high	5	22	11	2	0	22	206	95	4	1	11	0	8	0.667	0.773	0.333	2	1455	
org.tribuo.impl.ListExample<T>	ListExample	low-medium	low-medium	low-medium	medium-high	6	21	8	1	0	32	168	94	0	1	16	0	2	0.0	0.789	0.0	1	125	
<Package>org.tribuo.interop	org.tribuo.interop	low	low	low	low						10	145												
org.tribuo.interop.ExternalDatasetProvenance	ExternalDatasetProvenance	low	low	low	low	0	0	0	1	0	0	6	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.ExternalModel<T,U,V>	ExternalModel	low	low	low-medium	low-medium	4	14	8	1	4	9	98	29	3	2	7	0	1	0.1133	0.643	0.667	0	143	
org.tribuo.interop.ExternalTrainerProvenance	ExternalTrainerProvenance	low	low	low	low	3	1	0	0	0	1	41	3	3	1	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.interop.onnx	org.tribuo.interop.onnx	low	low-medium	low-medium	low						54	491												
org.tribuo.interop.onnx.DenseTransformer	DenseTransformer	low	low	low	low	5	5	3	0	0	6	33	16	1	3	3	0	0	0.0	0.333	1.0	0	0.0	
org.tribuo.interop.onnx.ExampleTransformer	ExampleTransformer	low	low	low	low	3	1	0	1	2	2	3	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.onnx.ImageTransformer	ImageTransformer	low	low	low	low	4	6	1	0	0	11	50	20	3	1	5	0	0	0.375	0.6	0.5	0	0.0	
org.tribuo.interop.onnx.LabelTransformer	LabelTransformer	low	low	low-medium	low	5	6	2	0	0	9	101	23	0	1	4	0	0	0.0	0.5	0.0	1	0.0	
org.tribuo.interop.onnx.ONNXExternalModel<T>	ONNXExternalModel	low-medium	low-medium	low-medium	low	8	8	5	2	0	10	155	26	6	1	3	0	0	0.857	0.444	0.0	0	0.0	
org.tribuo.interop.onnx.OutputTransformer<T>	OutputTransformer	low	low	low	low	0	1	0	1	2	5	6	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.onnx.RegressorTransformer	RegressorTransformer	low	low	low-medium	low	1	2	0	0	0	2	71	6	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.onnx.TestOnnxRuntime	TestOnnxRuntime	low	medium-high	low-medium	low	15	10	7	0	0	9	72	71	0	0	3	0	0	0.0	0.0	0.0	1	0.0	
<Package>org.tribuo.interop.onnx.extractors	org.tribuo.interop.onnx.extractors	low	low	low-medium	low						38	486												
org.tribuo.interop.onnx.extractors.BERTFeatureExtractor<T>	BERTFeatureExtractor	low-medium	medium-high	medium-high	medium-high	15	16	7	0	0	32	426	102	9	2	9	0	0	0.955	0.704	0.7	0	0.0	
org.tribuo.interop.onnx.extractors.BERTFeatureExtractorTest	BERTFeatureExtractorTest	low	low	low-medium	low	5	4	2	0	0	6	60	59	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.interop.tensorflow	org.tribuo.interop.tensorflow	low	medium-high	medium-high	low						195	1967												
org.tribuo.interop.tensorflow.ClassificationTest	ClassificationTest	low	high	low-medium	low	28	36	21	0	0	16	257	197	0	3	2	3	0	0.0	0.6	1.0	3	0.0	
org.tribuo.interop.tensorflow.DenseFeatureConverter	DenseFeatureConverter	low	medium-high	low-medium	low	11	15	11	0	0	15	69	35	1	3	6	0	0	0.5	0.5	1.0	1	0.0	
org.tribuo.interop.tensorflow.FeatureConverter	FeatureConverter	low	low	low	low	4	2	0	1	2	5	6	2	0	0	2	0	0	0.0	0.375	0.0	0	0.0	
org.tribuo.interop.tensorflow.GradientOptimiser	GradientOptimiser	low	low	low-medium	low	0	0	0	0	0	0	99	0	0	11	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.ImageConverter	ImageConverter	low	low-medium	low-medium	low	10	13	8	0	0	15	83	35	4	1	7	0	0	0.65	0.536	0.5	1	0.0	
org.tribuo.interop.tensorflow.ImageConverterTest	ImageConverterTest	low	low-medium	low-medium	low	8	12	5	0	0	3	91	90	0	0	1	2	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.LabelConverter	LabelConverter	low-medium	low-medium	low-medium	low	10	24	18	0	0	27	124	77	0	1	10	0	0	0.0	0.6	0.0	1	0.0	
org.tribuo.interop.tensorflow.MultiLabelConverter	MultiLabelConverter	low-medium	medium-high	low-medium	low-medium	13	23	16	0	0	25	123	74	0	2	9	0	0	1.0	0.603	1.0	0	0.0	
org.tribuo.interop.tensorflow.OutputConverter<T>	OutputConverter	low	low	low	low	4	4	0	1	3	9	10	4	0	0	4	0	0	0.0	0.5	0.0	0	0.0	
org.tribuo.interop.tensorflow.RegressionTest	RegressionTest	low	medium-high	low	low	14	13	5	0	0	2	43	41	0	0	1	1	0	0.0	0.0	0.0	1	0.0	
org.tribuo.interop.tensorflow.RegressorConverter	RegressorConverter	low	medium-high	low-medium	low	11	21	16	0	0	16	92	47	0	1	7	0	0	0.0	0.595	0.0	1	0.0	
org.tribuo.interop.tensorflow.TensorFlowCheckpointModel<T>	TensorFlowCheckpointModel	low-medium	low	low-medium	low	4	5	2	2	0	4	58	13	1	1	3	0	0	1.0	0.0	0.333	1	0.0	
org.tribuo.interop.tensorflow.TensorFlowFrozenExternalModel<T>	TensorFlowFrozenExternalModel	low-medium	low-medium	low-medium	low-medium	9	12	8	2	0	6	105	19	4	1	4	0	0	1.0	0.625	0.0	1	0.0	
org.tribuo.interop.tensorflow.TensorFlowModel<T>	TensorFlowModel	low	low-medium	low-medium	low	9	15	8	1	2	8	91	25	6	1	4	0	1	0.905	0.5	0.667	0	0.25	
org.tribuo.interop.tensorflow.TensorFlowNativeModel<T>	TensorFlowNativeModel	low-medium	low	low	low	0	0	0	2	0	0	31	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.TensorFlowSavedModelExternalModel<T>	TensorFlowSavedModelExternalModel	low-medium	low-medium	low-medium	low	7	9	4	2	0	6	99	22	3	1	4	0	0	1.0	0.55	0.0	1	0.0	
org.tribuo.interop.tensorflow.TensorFlowTrainer<T>	TensorFlowTrainer	low	medium-high	medium-high	low	11	11	6	0	0	17	315	46	12	0	6	0	0	0.1292	0.556	1.0	0	0.0	
org.tribuo.interop.tensorflow.TensorFlowUtil	TensorFlowUtil	low	low	low-medium	low	5	6	4	0	0	7	102	26	0	0	1	1	0	0.0	0.333	0.0	0	0.0	
org.tribuo.interop.tensorflow.TensorMap	TensorMap	low	low	low	low	2	3	1	0	0	5	30	11	1	0	2	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.interop.tensorflow.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	139	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.interop.tensorflow.example	org.tribuo.interop.tensorflow.example	low	low	low	low						2	92												
org.tribuo.interop.tensorflow.example.CNNExamples	CNNExamples	low	low	low	low	0	1	0	0	0	1	48	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.example.GraphDefTuple	GraphDefTuple	low	low	low	low	1	0	0	0	0	0	10	0	1	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.example.MLPExamples	MLPExamples	low	low	low	low	0	1	0	0	0	1	34	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.interop.tensorflow.sequence	org.tribuo.interop.tensorflow.sequence	low	low	low	low						18	249												
org.tribuo.interop.tensorflow.sequence.SequenceFeatureConverter	SequenceFeatureConverter	low	low	low	low	3	1	0	1	0	3	4	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.sequence.SequenceOutputConverter<T>	SequenceOutputConverter	low	low	low	low	3	1	0	1	0	4	5	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.sequence.TensorFlowSequenceModel<T>	TensorFlowSequenceModel	low	low	low-medium	low	4	3	2	1	0	3	64	6	4	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.interop.tensorflow.sequence.TensorFlowSequenceTrainer<T>	TensorFlowSequenceTrainer	low	low-medium	low-medium	low	7	6	0	0	0	6	176	14	8	0	6	0	0	0.1625	0.556	1.0	0	0.0	
<Package>org.tribuo.json	org.tribuo.json	low	low	low-medium	low						16	350												
org.tribuo.json.JsonDataSource<T>	JsonDataSource	low	low	low-medium	low	3	4	0	1	0	5	77	14	1	0	4	0	1	0.0	0.0	667	0	0.25	
org.tribuo.json.JsonDataSourceTest	JsonDataSourceTest	low	medium-high	low	low	15	5	3	0	0	4	35	34	0	0	2	1	0	0.0	0.0	0.0	0	0.0	
org.tribuo.json.JsonFileIterator	JsonFileIterator	low-medium	low	low-medium	low	1	2	1	2	0	1	53	3	2	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.json.JsonUtil	JsonUtil	low	low	low	low	0	1	0	0	0	1	16	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.json.StripProvenance	StripProvenance	low	low	low-medium	low	0	1	0	0	0	1	169	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.math	org.tribuo.math	low	low	low	low						30	74												
org.tribuo.math.FeedForwardParameters	FeedForwardParameters	low	low	low	low	4	3	0	1	1	3	4	3	0	0	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.LinearParameters	LinearParameters	low	low-medium	low-medium	low-medium	7	22	8	0	0	17	58	53	2	2	11	0	0	0.75	0.697	491	0	0.0	
org.tribuo.math.Parameters	Parameters	low	low	low	low	1	5	0	1	2	5	6	5	0	0	5	0	0	0.0	0.4	0.0	0	0.0	
org.tribuo.math.StochasticGradientOptimiser	StochasticGradientOptimiser	low	low	low	low	2	5	0	1	8	5	6	5	0	0	5	0	0	0.0	0.6	0.0	0	0.0	
<Package>org.tribuo.math.kernel	org.tribuo.math.kernel	low	low	low	low						16	71												
org.tribuo.math.kernel.Kernel	Kernel	low	low	low	low	1	1	0	1	4	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.kernel.Linear	Linear	low	low	low	low	2	8	1	0	0	3	12	7	0	1	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.kernel.Polynomial	Polynomial	low	low	low	low	2	9	1	0	0	4	22	11	3	1	4	0	0	0.5	0.5	667	0	0.0	
org.tribuo.math.kernel.RBF	RBF	low	low	low	low	3	11	2	0	0	4	16	9	1	1	4	0	0	1.0	0.5	667	0	0.0	
org.tribuo.math.kernel.Sigmoid	Sigmoid	low	low	low	low	2	9	1	0	0	4	19	10	2	1	4	0	0	0.667	0.5	667	0	0.0	
<Package>org.tribuo.math.la	org.tribuo.math.la	medium-high	low-medium	medium-high	low						682	3729												
org.tribuo.math.la.DenseMatrix	DenseMatrix	very-high	low-medium	high	medium-high	8	55	23	0	2	140	466	357	5	2	41	1	0	0.687	0.778	357	0	0.0	
org.tribuo.math.la.DenseMatrixTest	DenseMatrixTest	medium-high	low	high	low	3	74	51	0	0	54	1053	1052	0	0	7	46	0	0.0	0.491	0.0	0	0.0	
org.tribuo.math.la.DenseSparseMatrix	DenseSparseMatrix	medium-high	low-medium	medium-high	medium-high	7	47	28	0	0	74	309	203	4	1	27	1	0	0.661	0.778	537	0	0.0	
org.tribuo.math.la.DenseVector	DenseVector	medium-high	medium-high	medium-high	high	11	47	15	0	2	93	357	256	2	1	35	2	0	0.667	0.805	408	1	0.0	
org.tribuo.math.la.DenseVectorTest	DenseVectorTest	low-medium	low-medium	low-medium	low-medium	7	47	33	0	0	25	185	184	0	0	9	16	0	0.0	0.613	0.0	0	0.0	
org.tribuo.math.la.Matrix	Matrix	low	low	low	medium-high	2	13	0	1	2	13	14	13	0	0	13	0	0	0.0	0.714	0.0	0	0.0	
org.tribuo.math.la.MatrixIterator	MatrixIterator	low	low	low	low	1	2	1	1	4	2	12	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.math.la.MatrixTuple	MatrixTuple	low	low	low	low	0	3	0	0	0	3	28	11	3	0	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.la.SGDVector	SGDVector	low-medium	low	low-medium	low-medium	2	26	7	1	2	27	38	26	0	0	26	0	0	0.0	0.669	0.0	0	0.0	
org.tribuo.math.la.SparseVector	SparseVector	very-high	medium-high	medium-high	high	14	56	21	0	0	133	620	408	4	1	33	5	0	0.65	0.818	0.73	1	0.0	
org.tribuo.math.la.SparseVectorTest	SparseVectorTest	medium-high	low-medium	medium-high	low-medium	10	86	49	0	0	69	512	490	0	0	34	9	0	0.0	0.669	0.0	0	0.0	
org.tribuo.math.la.Tensor	Tensor	low	low	low	low	0	9	1	1	2	12	25	9	0	0	7	2	0	0.0	0.556	0.0	0	0.0	
org.tribuo.math.la.VectorDistanceTest	VectorDistanceTest	low	low	low-medium	low	3	21	12	0	0	7	75	74	0	0	7	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.la.VectorIterator	VectorIterator	low	low	low	low	1	2	1	1	4	2	7	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.math.la.VectorTuple	VectorTuple	low	low	low	low	0	3	0	0	0	3	28	11	2	1	3	0	0	0.5	0.333	0.0	0	0.0	
<Package>org.tribuo.math.optimisers	org.tribuo.math.optimisers	low	low-medium	medium-high	low						167	747												
org.tribuo.math.optimisers.AdaDelta	AdaDelta	low	low	low	low	3	10	2	0	0	9	41	31	4	0	8	0	0	0.563	0.594	0.786	0	0.0	
org.tribuo.math.optimisers.AdaGrad	AdaGrad	low	low	low	low	3	10	2	0	0	11	43	31	4	0	8	0	0	0.75	0.594	0.81	0	0.0	
org.tribuo.math.optimisers.AdaGradRDA	AdaGradRDA	low	low	low-medium	low-medium	3	13	4	0	0	15	264	46	6	0	9	0	0	0.5	0.667	0.786	0	0.0	
org.tribuo.math.optimisers.Adam	Adam	low	low	low-medium	low	3	10	2	0	0	9	55	40	7	0	8	0	0	0.5	0.594	0.714	0	0.0	
org.tribuo.math.optimisers.GradientOptimiserOptions	GradientOptimiserOptions	low	low-medium	low-medium	low	10	4	3	0	0	11	63	37	7	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.optimisers.LinearDecaySGD	LinearDecaySGD	low	low	low	low	1	5	0	1	0	5	15	11	0	0	5	0	0	0.0	0.467	0.0	0	0.0	
org.tribuo.math.optimisers.ParameterAveraging	ParameterAveraging	low	low	low	low-medium	3	14	6	0	0	10	40	31	4	0	8	0	0	0.55	0.7	0.381	0	0.0	
org.tribuo.math.optimisers.Pegasos	Pegasos	low	low-medium	low-medium	low-medium	6	12	4	0	0	14	54	44	4	0	8	0	0	0.55	0.625	0.524	0	0.0	
org.tribuo.math.optimisers.RMSProp	RMSProp	low	low	low-medium	low-medium	5	10	2	0	0	13	62	45	7	0	9	0	0	0.657	0.611	0.643	0	0.0	
org.tribuo.math.optimisers.SGD	SGD	low	low-medium	low-medium	low	6	17	4	0	3	19	80	56	5	0	8	6	0	0.6	0.586	0.945	0	0.0	
org.tribuo.math.optimisers.SimpleSGD	SimpleSGD	low	low	low	low	1	5	0	1	0	5	15	11	0	0	5	0	0	0.0	0.467	0.0	0	0.0	
org.tribuo.math.optimisers.SqrtDecaySGD	SqrtDecaySGD	low	low	low	low	1	5	0	1	0	5	15	11	0	0	5	0	0	0.0	0.467	0.0	0	0.0	
<Package>org.tribuo.math.optimisers.util	org.tribuo.math.optimisers.util	low	low	low	low						48	240												
