"filename", "language", "XML", "Jupyter", "YAML", "Markdown", "Java", "Shell Script", "Python", "JSON", "comment", "blank", "total"
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/AllTrainerOptions.java", "Java", 0, 0, 0, 0, 83, 0, 0, 0, 18, 13, 114
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/ConfigurableTrainTest.java", "Java", 0, 0, 0, 0, 147, 0, 0, 0, 28, 26, 201
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/RunAll.java", "Java", 0, 0, 0, 0, 100, 0, 0, 0, 18, 15, 133
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/Test.java", "Java", 0, 0, 0, 0, 184, 0, 0, 0, 31, 18, 233
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/TrainTest.java", "Java", 0, 0, 0, 0, 28, 0, 0, 0, 18, 9, 55
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/package-info.java", "Java", 0, 0, 0, 0, 1, 0, 0, 0, 18, 1, 20
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/src/main/resources/org/tribuo/classification/experiments/runall.xml", "XML", 75, 0, 0, 0, 0, 0, 0, 0, 38, 21, 134
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/pom.xml", "XML", 111, 0, 0, 0, 0, 0, 0, 0, 15, 4, 130
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/ColumnarExplainer.java", "Java", 0, 0, 0, 0, 9, 0, 0, 0, 25, 7, 41
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/Explanation.java", "Java", 0, 0, 0, 0, 12, 0, 0, 0, 30, 9, 51
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TabularExplainer.java", "Java", 0, 0, 0, 0, 7, 0, 0, 0, 23, 6, 36
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TextExplainer.java", "Java", 0, 0, 0, 0, 7, 0, 0, 0, 24, 6, 37
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEBase.java", "Java", 0, 0, 0, 0, 221, 0, 0, 0, 135, 48, 404
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEColumnar.java", "Java", 0, 0, 0, 0, 293, 0, 0, 0, 95, 41, 429
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEExplanation.java", "Java", 0, 0, 0, 0, 42, 0, 0, 0, 38, 15, 95
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEText.java", "Java", 0, 0, 0, 0, 83, 0, 0, 0, 61, 24, 168
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMETextCLI.java", "Java", 0, 0, 0, 0, 172, 0, 0, 0, 23, 41, 236
